"project","constructive","under_constructive","work_group","block","floor","level","min_base_plan_start_date","max_base_plan_finish_date","contractors"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 6","9 этаж",1,"2023-10-18","2023-10-18","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 6","Минус первый этаж",1,"2023-09-29","2024-04-08","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 424025.5}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","10 этаж",1,"2023-10-30","2023-11-01","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","11 этаж",1,"2023-10-18","2023-10-18","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","12 этаж",1,"2023-10-23","2023-11-02","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","1 этаж",1,"2023-10-07","2023-11-25","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 1.0671006e+07}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","2 этаж",1,"2023-09-24","2023-09-24","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","3 этаж",1,"2023-10-05","2023-10-05","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","4 этаж",1,"2023-10-01","2023-10-07","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","5 этаж",1,"2023-09-30","2023-09-30","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","6 этаж",1,"2023-09-23","2023-09-25","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","7 этаж",1,"2023-09-29","2023-10-14","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","8 этаж",1,"2023-10-06","2023-10-06","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","9 этаж",1,"2023-10-11","2023-10-19","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 7","Минус первый этаж",1,"2023-09-23","2023-10-05","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 255258.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","10 этаж",1,"2023-10-27","2023-11-01","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","11 этаж",1,"2023-11-14","2023-11-14","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","12 этаж",1,"2024-01-27","2024-01-27","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","1 этаж",1,"2023-10-09","2023-11-20","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 9.939704e+06}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","2 этаж",1,"2023-09-25","2023-09-25","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","3 этаж",1,"2023-09-27","2023-10-07","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","4 этаж",1,"2023-10-09","2023-10-10","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","5 этаж",1,"2023-09-25","2023-09-29","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","6 этаж",1,"2023-10-16","2023-10-16","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","7 этаж",1,"2023-10-06","2023-10-17","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","8 этаж",1,"2023-10-18","2023-10-19","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","9 этаж",1,"2023-10-20","2023-10-20","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 8","Минус первый этаж",1,"2023-10-03","2024-03-08","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 570872.9}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","10 этаж",1,"2023-10-23","2023-11-02","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","11 этаж",1,"2024-02-08","2024-02-08","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","12 этаж",1,"2024-01-25","2024-02-06","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","1 этаж",1,"2023-10-11","2024-01-27","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 9.773886e+06}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","2 этаж",1,"2023-09-24","2023-10-09","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","3 этаж",1,"2023-10-04","2023-10-04","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","4 этаж",1,"2023-09-27","2023-10-03","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","5 этаж",1,"2023-10-08","2023-10-09","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","6 этаж",1,"2023-10-03","2023-10-03","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","7 этаж",1,"2023-10-19","2023-10-25","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","8 этаж",1,"2023-10-18","2023-10-18","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","9 этаж",1,"2023-10-19","2023-10-19","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 662.6}]"
"Проект - 194","Внутренние сети отопления, вентиляции и кондиционирования","Отопление","Отопление","Блок 9","Минус первый этаж",1,"2023-09-23","2024-04-15","[{""contractor"" : ""Подрядчик - 941"", ""plan_value"" : 1.0571416e+06}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","10 этаж",1,"2024-03-06","2024-03-16","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","11 этаж",1,"2024-03-03","2024-03-03","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","12 этаж",1,"2024-02-26","2024-02-26","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","1 этаж",1,"2023-09-06","2024-02-01","[{""contractor"" : ""Подрядчик - 487"", ""plan_value"" : 9.823605e+06}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","2 этаж",1,"2024-03-08","2024-03-11","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","3 этаж",1,"2024-02-28","2024-02-28","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","4 этаж",1,"2024-02-25","2024-03-13","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","5 этаж",1,"2024-03-03","2024-03-06","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","6 этаж",1,"2024-02-27","2024-02-28","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","7 этаж",1,"2024-02-25","2024-02-25","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","8 этаж",1,"2024-02-26","2024-02-26","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 10","9 этаж",1,"2024-02-28","2024-02-28","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","10 этаж",1,"2024-04-26","2024-04-30","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","11 этаж",1,"2024-04-21","2024-04-25","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","12 этаж",1,"2024-04-27","2024-04-27","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","1 этаж",1,"2024-01-30","2024-03-07","[{""contractor"" : ""Подрядчик - 173"", ""plan_value"" : 1.1654919e+07}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","2 этаж",1,"2024-04-08","2024-04-20","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","3 этаж",1,"2024-04-11","2024-04-16","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","4 этаж",1,"2024-04-05","2024-04-11","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","5 этаж",1,"2024-04-15","2024-04-15","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","6 этаж",1,"2024-04-23","2024-04-29","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","7 этаж",1,"2024-04-13","2024-04-13","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","8 этаж",1,"2024-04-24","2024-04-24","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 3","9 этаж",1,"2024-04-26","2024-04-29","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","10 этаж",1,"2024-05-11","2024-05-19","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","11 этаж",1,"2024-05-14","2024-05-15","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","12 этаж",1,"2024-05-22","2024-05-24","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","1 этаж",1,"2024-01-24","2024-03-13","[{""contractor"" : ""Подрядчик - 173"", ""plan_value"" : 9.709691e+06}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","2 этаж",1,"2024-05-03","2024-05-03","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","3 этаж",1,"2024-04-22","2024-05-10","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","4 этаж",1,"2024-04-24","2024-05-10","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","5 этаж",1,"2024-05-08","2024-05-08","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","6 этаж",1,"2024-05-05","2024-05-06","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","7 этаж",1,"2024-05-07","2024-05-07","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","8 этаж",1,"2024-05-08","2024-05-08","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 4","9 этаж",1,"2024-05-16","2024-05-16","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","10 этаж",1,"2024-03-03","2024-03-11","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","11 этаж",1,"2024-02-27","2024-03-15","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","12 этаж",1,"2024-03-10","2024-03-13","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","1 этаж",1,"2023-11-19","2024-01-27","[{""contractor"" : ""Подрядчик - 173"", ""plan_value"" : 9.709691e+06}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","2 этаж",1,"2024-03-10","2024-03-10","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","3 этаж",1,"2024-02-25","2024-02-25","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","4 этаж",1,"2024-03-05","2024-03-10","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","5 этаж",1,"2024-02-24","2024-03-11","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","6 этаж",1,"2024-02-29","2024-02-29","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","7 этаж",1,"2024-03-10","2024-03-10","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","8 этаж",1,"2024-03-08","2024-03-11","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 5","9 этаж",1,"2024-03-05","2024-03-05","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","10 этаж",1,"2024-02-26","2024-02-26","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","11 этаж",1,"2024-03-02","2024-03-02","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","12 этаж",1,"2024-03-09","2024-03-09","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","1 этаж",1,"2023-08-25","2023-08-25","[{""contractor"" : ""Подрядчик - 106"", ""plan_value"" : 1.157598e+07}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","2 этаж",1,"2024-03-02","2024-03-07","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","3 этаж",1,"2024-03-14","2024-03-14","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","4 этаж",1,"2024-03-10","2024-03-10","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","5 этаж",1,"2024-02-29","2024-02-29","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","6 этаж",1,"2024-03-09","2024-03-09","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","7 этаж",1,"2024-03-02","2024-03-02","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","8 этаж",1,"2024-02-26","2024-03-14","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 6","9 этаж",1,"2024-03-06","2024-03-06","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","10 этаж",1,"2024-02-27","2024-03-03","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","11 этаж",1,"2024-02-25","2024-03-16","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","12 этаж",1,"2024-02-25","2024-02-25","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","1 этаж",1,"2023-08-23","2023-09-05","[{""contractor"" : ""Подрядчик - 106"", ""plan_value"" : 9.533076e+06}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","2 этаж",1,"2024-02-29","2024-03-01","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","3 этаж",1,"2024-03-04","2024-03-08","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","4 этаж",1,"2024-03-10","2024-03-10","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","5 этаж",1,"2024-03-13","2024-03-13","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","6 этаж",1,"2024-03-04","2024-03-04","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","7 этаж",1,"2024-02-25","2024-02-25","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","8 этаж",1,"2024-03-03","2024-03-05","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 7","9 этаж",1,"2024-03-01","2024-03-02","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","10 этаж",1,"2024-03-05","2024-03-05","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","11 этаж",1,"2024-02-28","2024-03-04","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","12 этаж",1,"2024-02-26","2024-03-06","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","1 этаж",1,"2023-09-04","2024-01-20","[{""contractor"" : ""Подрядчик - 487"", ""plan_value"" : 9.823605e+06}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","2 этаж",1,"2024-02-25","2024-03-04","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","3 этаж",1,"2024-02-28","2024-03-12","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","4 этаж",1,"2024-02-27","2024-02-27","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","5 этаж",1,"2024-03-04","2024-03-13","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","6 этаж",1,"2024-03-02","2024-03-02","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","7 этаж",1,"2024-02-26","2024-03-04","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","8 этаж",1,"2024-03-07","2024-03-07","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 8","9 этаж",1,"2024-03-03","2024-03-03","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","10 этаж",1,"2024-02-25","2024-03-12","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","11 этаж",1,"2024-02-29","2024-03-07","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","12 этаж",1,"2024-03-01","2024-03-01","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","1 этаж",1,"2023-08-21","2024-01-31","[{""contractor"" : ""Подрядчик - 487"", ""plan_value"" : 9.823605e+06}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","2 этаж",1,"2024-03-09","2024-03-11","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","3 этаж",1,"2024-03-01","2024-03-01","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","4 этаж",1,"2024-03-03","2024-03-03","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","5 этаж",1,"2024-02-28","2024-03-04","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","6 этаж",1,"2024-03-07","2024-03-07","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","7 этаж",1,"2024-02-26","2024-03-09","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","8 этаж",1,"2024-03-04","2024-03-11","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренние электромонтажные сети",NULL,"Электромонтаж","Блок 9","9 этаж",1,"2024-03-03","2024-03-06","[{""contractor"" : null, ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","10 этаж",1,"2024-03-15","2024-03-23","[{""contractor"" : ""Подрядчик - 938"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","11 этаж",1,"2024-03-28","2024-04-01","[{""contractor"" : ""Подрядчик - 938"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","12 этаж",1,"2024-03-27","2024-03-27","[{""contractor"" : ""Подрядчик - 938"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","2 этаж",1,"2024-03-10","2024-03-10","[{""contractor"" : ""Подрядчик - 391"", ""plan_value"" : 0}]"
"Проект - 194","Внутренняя отделка и полы","Внутренняя отделка","Отделка балконы","Блок 10","3 этаж",1,"2024-03-01","2024-03-05","[{""contractor"" : ""Подрядчик - 391"", ""plan_value"" : 0}]"
